,age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,sentiment,financial_stress_level,risk_category,default_risk
867,39,18000,0.12,35000,60,0,3,14,Salaried,Master,Married,Suburban,"Our portfolio is strong, and we're actively investing for our children's future.",0.95,Low,Low Risk,0
868,55,4800,0.88,10000,36,6,3,10,Self-Employed,High School,Divorced,Urban,"My business took a hit, and I'm struggling to keep up with my multiple loan payments.",0.15,High,High Risk,1
869,22,1600,0.7,2000,12,1,0,1,Student,Bachelor,Single,Urban,Part-time work hardly covers tuition and living expenses; I worry about my small credit card debt.,0.3,Medium,Watchlist,0
870,48,6500,0.45,14000,24,0,1,16,Salaried,Diploma,Married,Rural,We are saving diligently for our children's education and enjoy a stable financial life.,0.95,Low,Low Risk,0
871,33,5000,0.78,22000,60,3,2,6,Self-Employed,Bachelor,Married,Urban,"My business is just starting to pick up, but prior months left me with some overdue payments.",0.35,High,High Risk,1
872,70,2000,0.9,3500,24,8,1,15,Unemployed,High School,Divorced,Rural,"On a fixed income, I often have to choose between necessities; this small loan feels like a mountain.",0.1,High,High Risk,1
873,28,4000,0.58,9000,36,1,1,4,Salaried,Diploma,Single,Suburban,I'm working hard to improve my credit score and manage my loan payments effectively.,0.7,Medium,Watchlist,0
874,40,10000,0.28,28000,60,0,2,13,Salaried,Master,Married,Urban,"With careful budgeting and good income, we're building significant wealth for our future.",0.95,Low,Low Risk,0
875,42,6500,0.58,22000,36,1,3,10,Salaried,Bachelor,Married,Suburban,"Things are a bit tight right now with multiple loans, but we're confident we can manage.",0.4,Medium,Watchlist,0
876,28,2500,0.89,18000,60,4,2,5,Student,Bachelor,Single,Urban,"My student loan is a huge burden, and I'm constantly worried about making ends meet with my part-time job.",0.15,High,High Risk,1
877,55,12000,0.21,35000,48,0,1,18,Salaried,Master,Married,Suburban,"We manage our finances carefully and always pay our bills on time, aiming for financial freedom.",0.95,Low,Low Risk,0
878,31,4500,0.72,12000,24,2,2,8,Self-Employed,Diploma,Single,Urban,"Income can be unpredictable as self-employed, making financial planning a bit challenging.",0.4,Medium,Watchlist,0
879,61,1500,0.98,8000,36,7,4,10,Unemployed,High School,Divorced,Rural,"My financial situation is dire, relying on benefits and struggling with existing loans.",0.05,High,High Risk,1
880,36,7500,0.35,28000,48,0,2,12,Salaried,Bachelor,Married,Urban,"With a stable income and modest expenses, our financial future feels very secure.",0.95,Low,Low Risk,0
881,24,1800,0.92,10000,60,3,1,2,Student,Diploma,Single,Urban,Juggling studies and finances is proving impossible; my credit cards are maxed out.,0.05,High,High Risk,1
882,49,15000,0.17,45000,60,0,2,17,Self-Employed,Master,Married,Rural,"My finances are in excellent shape, and I'm comfortably saving for the future.",0.95,Low,Low Risk,0
883,33,3800,0.67,15000,36,1,2,7,Salaried,Bachelor,Single,Suburban,"My credit card balances are higher than I'd like, but I'm working to pay them down.",0.4,Medium,Watchlist,0
884,68,1500,0.99,5000,12,8,5,15,Unemployed,High School,Divorced,Urban,"I'm burning through my minimal income, deeply worried about my accumulating debts.",0.1,High,High Risk,1
885,29,5200,0.45,18000,36,0,1,6,Salaried,Bachelor,Married,Suburban,"We manage our finances carefully and always pay our bills on time, aiming for financial freedom.",0.95,Low,Low Risk,0
886,41,2800,0.78,20000,48,3,3,9,Self-Employed,Diploma,Divorced,Rural,"Every month is a frantic struggle to cover bills, and I've missed several payments recently.",0.1,High,High Risk,1
887,22,2000,0.7,8000,24,1,1,1,Student,High School,Single,Urban,"We have some financial commitments, but we're trying our best to stay afloat.",0.25,Medium,Watchlist,0
888,58,18500,0.12,50000,60,0,1,20,Salaried,Master,Married,Suburban,I'm diligently investing and feel very positive about my long-term financial goals.,0.95,Low,Low Risk,0
889,39,6000,0.62,25000,48,1,3,14,Salaried,Bachelor,Married,Urban,"Things are a bit tight right now with multiple loans, but we're confident we can manage.",0.4,Medium,Watchlist,0
890,26,1500,0.95,12000,36,5,2,4,Unemployed,Diploma,Single,Urban,Being unemployed has left me completely overwhelmed; every bill is a struggle to pay.,0.05,High,High Risk,1
891,47,9000,0.28,20000,24,0,1,16,Self-Employed,Bachelor,Married,Suburban,"My finances are in excellent shape, and I'm comfortably saving for the future.",0.95,Low,Low Risk,0
892,30,3200,0.81,18000,60,2,3,7,Salaried,Diploma,Single,Urban,"Every month is a frantic struggle to cover bills, and I've missed several payments recently.",0.1,High,High Risk,1
893,65,4000,0.51,10000,36,0,1,15,Salaried,High School,Divorced,Rural,"We're juggling a few financial commitments, but staying on top of everything requires careful budgeting.",0.5,Medium,Watchlist,0
894,21,1500,0.65,6000,12,0,1,0,Student,High School,Single,Urban,"We have some financial commitments, but we're trying our best to stay afloat.",0.25,Medium,Watchlist,0
895,52,10500,0.25,30000,36,0,2,19,Salaried,Master,Married,Suburban,"My finances are in excellent shape, and I'm comfortably saving for the future.",0.95,Low,Low Risk,0
896,34,3500,0.79,25000,60,2,3,10,Salaried,Bachelor,Married,Urban,"I'm barely making ends meet, and any unexpected expense sends me into a panic.",0.1,High,High Risk,1
897,46,16000,0.15,40000,48,0,1,17,Self-Employed,Master,Divorced,Suburban,I'm diligently investing and feel very positive about my long-term financial goals.,0.95,Low,Low Risk,0
898,27,1500,0.99,10000,24,6,3,3,Unemployed,High School,Single,Rural,"I feel trapped by my loans and credit card debt, seeing no way out.",0.0,High,High Risk,1
899,37,5800,0.68,28000,60,1,2,11,Salaried,Bachelor,Married,Urban,"We're juggling a few financial commitments, but staying on top of everything requires careful budgeting.",0.45,Medium,Watchlist,0
900,45,18000,0.15,15000,36,0,1,15,Salaried,Master,Married,Urban,My financial situation is very stable; I always pay my bills on time and save regularly.,0.95,Low,Low Risk,0
901,22,1800,0.85,3000,12,1,1,1,Student,High School,Single,Urban,It's tough to make ends meet while studying; my credit card balance keeps growing.,0.2,High,High Risk,1
902,38,6500,0.3,20000,60,0,2,8,Salaried,Bachelor,Married,Suburban,"We manage our household finances carefully, ensuring all payments are made on time.",0.95,Low,Low Risk,0
903,32,4500,0.65,10000,36,2,1,5,Self-Employed,Diploma,Single,Urban,"My income varies, making it hard to predict cash flow, and I sometimes struggle with bills.",0.2,Medium,Watchlist,0
904,55,1500,0.95,5000,24,8,3,18,Unemployed,High School,Divorced,Rural,"Since losing my job, I've fallen behind on everything and feel overwhelmed by debt.",0.05,High,High Risk,1
905,26,5000,0.2,7000,24,0,0,3,Salaried,Bachelor,Single,Urban,"I'm just starting out, building my credit history carefully and paying everything on time.",0.8,Low,Low Risk,0
906,42,9000,0.75,30000,60,3,2,12,Salaried,Master,Married,Suburban,"We're trying to manage our expenses better, but recent renovations stretched us thin.",0.35,Medium,Watchlist,0
907,68,4000,0.1,1000,12,0,0,20,Unemployed,Diploma,Married,Rural,"Our retirement funds are secure, and we rarely need to borrow money.",0.95,Low,Low Risk,0
908,35,3000,0.9,8000,36,5,2,6,Salaried,Bachelor,Divorced,Urban,"As a single parent, managing all the bills and unexpected expenses is a constant battle.",0.2,High,High Risk,1
909,29,2500,0.8,25000,48,1,1,4,Self-Employed,Bachelor,Single,Urban,"I've invested heavily in my business, which has put a strain on my personal finances for now.",0.4,Medium,Watchlist,0
910,50,3500,0.4,5000,24,0,1,10,Salaried,High School,Married,Suburban,"We live frugally and make sure to pay all our bills on time, even on a modest income.",0.85,Low,Low Risk,0
911,23,2000,0.7,2000,12,0,0,0,Salaried,Bachelor,Single,Urban,"I'm still looking for a stable job, so my finances are tight, but I'm being careful.",0.25,Medium,Watchlist,0
912,39,15000,0.85,40000,60,4,3,10,Salaried,Master,Married,Urban,"My lifestyle is expensive, and sometimes my spending gets ahead of me despite a good income.",0.4,Medium,Watchlist,1
913,58,5000,0.5,18000,48,1,2,17,Self-Employed,High School,Married,Rural,"Income fluctuates with the seasons, but we plan ahead to cover all our financial commitments.",0.8,Low,Low Risk,0
914,62,2000,0.6,4000,24,2,1,15,Unemployed,Diploma,Divorced,Suburban,"My pension barely covers my living expenses, and I worry about unexpected costs.",0.25,Medium,Watchlist,0
915,30,20000,0.1,10000,12,0,0,7,Salaried,Master,Single,Urban,I have excellent financial discipline and prefer to pay cash for most large purchases.,0.95,Low,Low Risk,0
916,41,4000,0.9,15000,48,6,4,9,Salaried,High School,Married,Suburban,"We have too many loans, and despite working hard, we're constantly just trying to stay afloat.",0.15,High,High Risk,1
917,25,2200,0.35,6000,24,0,0,2,Student,Bachelor,Single,Urban,"My stipend covers my basic needs, and I'm using a small loan to fund my research project.",0.5,Low,Low Risk,0
918,48,1500,0.8,12000,36,3,2,10,Unemployed,Diploma,Divorced,Suburban,"Losing my job unexpectedly has thrown my finances into disarray, and I'm very worried.",0.1,High,High Risk,1
919,34,11000,0.25,25000,48,0,1,9,Salaried,Master,Married,Urban,We are financially secure and planning for long-term investments like a new home.,0.95,Low,Low Risk,0
920,27,3000,0.55,5000,24,0,0,2,Self-Employed,Bachelor,Single,Urban,"I'm building my business from the ground up, so current income is modest, but I'm optimistic.",0.4,Medium,Watchlist,0
921,52,6000,0.88,35000,60,7,3,16,Salaried,Diploma,Married,Suburban,"We're trying to support our children through college, which has put a huge strain on our family finances.",0.2,High,High Risk,1
922,40,7000,0.6,10000,36,1,1,7,Salaried,Bachelor,Divorced,Urban,"The divorce set me back financially, but I'm diligently working to get my credit back in order.",0.45,Medium,Watchlist,0
923,30,4500,0.2,3000,12,0,0,0,Salaried,Bachelor,Single,Urban,I'm new to the country and focused on establishing a strong financial foundation.,0.55,Low,Low Risk,0
924,59,1500,0.99,2000,12,10,5,19,Unemployed,High School,Divorced,Rural,"I've been out of work for years, and I have no idea how I'm going to pay off my mounting debts.",0.05,High,High Risk,1
925,22,1800,0.9,3000,12,3,1,1,Student,Bachelor,Single,Urban,"My student loan payments and credit card bills are making it impossible to save anything, I'm constantly worried about making ends meet.",0.15,High,High Risk,1
926,28,4500,0.2,15000,48,0,1,4,Salaried,Bachelor,Single,Suburban,"I've just started my career and focused on keeping my finances in order, hoping to buy a house soon.",0.75,Low,Low Risk,0
927,45,8000,0.35,30000,60,0,2,15,Salaried,Master,Married,Suburban,"We manage our household budget carefully and have a good handle on our mortgage and other commitments, feeling very secure.",0.95,Low,Low Risk,0
928,39,6000,0.85,10000,24,2,3,8,Self-Employed,Diploma,Divorced,Urban,"My business had a tough quarter, and I'm using credit to bridge the gap for cash flow, but it's incredibly stressful.",0.25,High,High Risk,1
929,62,12000,0.15,5000,12,0,0,20,Salaried,Bachelor,Married,Rural,"With the house paid off and strong savings, we're enjoying our golden years and making plans for travel.",0.95,Low,Low Risk,0
930,32,1500,0.95,2000,12,5,1,5,Unemployed,Bachelor,Single,Urban,"Losing my job hit hard, and I'm just trying to keep my head above water using credit until I find new employment.",0.1,High,High Risk,1
931,48,18000,0.45,40000,60,0,3,18,Salaried,Master,Married,Urban,"My finances are complex with multiple investments and properties, but I manage them diligently with professional help.",0.85,Low,Low Risk,0
932,24,3000,0.4,7000,24,1,1,2,Salaried,Bachelor,Single,Urban,"I'm just starting my career and trying to get a handle on my student loans while living independently, it's a juggling act.",0.4,Medium,Watchlist,0
933,53,5000,0.7,15000,36,2,2,10,Salaried,Diploma,Divorced,Suburban,"The divorce was financially challenging, but I'm slowly getting back on my feet and managing my new responsibilities, though it's tough.",0.4,High,High Risk,1
934,29,5500,0.6,8000,24,1,1,6,Salaried,Bachelor,Single,Urban,"I enjoy a good lifestyle but sometimes my spending gets a little out of hand, so I'm trying to rein it in and consolidate my credit card debt.",0.35,Medium,Watchlist,0
935,50,10000,0.1,10000,12,0,1,20,Salaried,Master,Married,Suburban,My financial planning is meticulous; I prioritize savings and pay off any debt quickly to maintain a strong net worth.,0.95,Low,Low Risk,0
936,42,4000,0.75,7000,36,3,2,7,Self-Employed,High School,Married,Rural,"Being self-employed in a rural area means income can be unpredictable, making it hard to always keep up with payments.",0.25,High,High Risk,1
937,30,2500,0.8,5000,24,4,0,1,Salaried,Diploma,Single,Urban,"It's tough starting over in a new country, and I'm sending money home while trying to get established here, feeling the pinch.",0.3,High,High Risk,1
938,35,6000,0.3,12000,36,0,2,10,Salaried,Master,Married,Suburban,"My public sector job provides stability, and I'm methodically paying down my remaining student debt, planning for our future.",0.85,Low,Low Risk,0
939,41,3500,0.65,6000,36,1,1,9,Salaried,Diploma,Divorced,Urban,"Raising kids on a single income means every penny counts, and unexpected expenses always throw me off my budget.",0.3,Medium,Watchlist,0
940,30,14000,0.25,25000,48,0,1,7,Salaried,Bachelor,Single,Urban,"My career in tech is taking off, allowing me to invest aggressively and build substantial wealth for my future.",0.95,Low,Low Risk,0
941,68,4000,0.1,2000,12,0,0,20,Salaried,High School,Married,Rural,"My pension and careful savings ensure a comfortable retirement, and I strongly dislike carrying any debt.",0.95,Low,Low Risk,0
942,26,2000,0.9,4000,24,6,1,3,Salaried,Diploma,Single,Urban,"Despite working two part-time jobs, I can barely cover my rent and basic needs, making it impossible to handle unexpected costs.",0.1,High,High Risk,1
943,33,4800,0.55,9000,36,1,1,5,Self-Employed,Bachelor,Single,Urban,"Freelancing offers flexibility, but income can fluctuate, requiring careful budgeting and occasional credit use to manage projects.",0.45,Medium,Watchlist,0
944,46,15000,0.3,50000,60,0,2,12,Self-Employed,Bachelor,Married,Suburban,"My business is growing rapidly, and I'm investing strategically to expand operations and increase market share, it's exciting.",0.95,Low,Low Risk,0
945,23,3200,0.2,5000,24,0,1,1,Salaried,Bachelor,Single,Suburban,"I'm trying my best to stay out of debt while establishing myself after college, focusing on necessities and saving diligently.",0.8,Low,Low Risk,0
946,58,7000,0.7,18000,48,3,1,17,Salaried,Diploma,Married,Rural,"Unexpected medical emergencies drained our savings, and now we're grappling with significant new debt, which is very disheartening.",0.1,High,High Risk,1
947,38,9500,0.18,10000,36,0,2,13,Salaried,Master,Married,Suburban,"We prioritize long-term financial security, aggressively saving for retirement and our children's education without compromising our lifestyle.",0.95,Low,Low Risk,0
948,31,2800,0.5,6000,24,1,0,4,Salaried,Bachelor,Single,Urban,"Taking a pay cut to switch careers is challenging, but I believe this investment in my skills will pay off in the long run.",0.45,Medium,Watchlist,0
